Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
189,190,Female,Loyal Customer,50,Personal Travel,Eco Plus,362,1,2,4,0,4,1,5,3,5,3,2,5,5,5,70,77.0,satisfied
190,191,Male,Loyal Customer,23,Business travel,Eco,4462,4,5,3,4,4,4,2,4,3,0,1,2,2,3,88,,satisfied
191,192,Male,Loyal Customer,58,Business travel,Eco,3488,2,3,5,2,4,0,5,2,5,0,3,2,2,2,261,289.0,neutral or dissatisfied
192,193,Male,Loyal Customer,56,Business travel,Eco Plus,3495,5,4,2,4,5,1,0,1,5,0,2,4,0,2,187,193.0,neutral or dissatisfied
193,194,Male,Loyal Customer,21,Personal Travel,Business,2044,5,1,3,3,2,2,5,1,2,5,4,3,5,2,111,,satisfied
194,195,Male,Loyal Customer,30,Personal Travel,Eco,1993,1,4,3,5,1,3,5,1,2,2,5,4,3,4,238,236.0,neutral or dissatisfied
195,196,Female,Loyal Customer,66,Personal Travel,Business,3734,3,0,5,3,3,4,2,5,0,3,5,1,4,4,255,263.0,satisfied
196,197,Female,Loyal Customer,19,Personal Travel,Business,1752,5,1,4,4,1,2,1,2,0,0,5,3,5,1,149,,neutral or dissatisfied
197,198,Female,Loyal Customer,22,Business travel,Business,4241,3,2,2,2,1,1,2,0,5,2,2,5,0,2,126,123.0,neutral or dissatisfied
198,199,Male,Loyal Customer,61,Business travel,Eco,3992,5,3,0,0,0,4,2,1,5,4,5,4,0,4,273,290.0,satisfied
199,200,Male,Loyal Customer,44,Business travel,Business,699,1,3,1,1,4,0,2,0,1,1,3,5,3,4,138,,neutral or dissatisfied
200,201,Male,Loyal Customer,49,Business travel,Business,4915,0,2,4,0,4,5,3,2,0,3,4,0,1,4,102,105.0,satisfied
201,202,Female,Loyal Customer,38,Business travel,Eco,2012,1,0,2,1,4,3,3,5,3,3,5,3,0,1,241,256.0,neutral or dissatisfied
202,203,Male,Loyal Customer,25,Personal Travel,Business,1392,1,2,3,1,0,1,3,2,5,5,2,4,2,1,116,118.0,neutral or dissatisfied
203,204,Male,Loyal Customer,55,Personal Travel,Eco Plus,700,0,5,2,2,2,3,2,4,3,4,4,0,2,2,213,224.0,neutral or dissatisfied
204,205,Female,Loyal Customer,25,Personal Travel,Eco Plus,480,0,0,1,4,2,4,1,1,5,3,5,4,4,3,16,26.0,neutral or dissatisfied
205,206,Male,disloyal Customer,67,Business travel,Business,4313,2,1,5,0,3,5,2,5,3,5,1,1,0,2,178,188.0,satisfied
206,207,Female,Loyal Customer,20,Personal Travel,Eco,3737,5,2,1,4,2,2,0,4,4,5,5,2,4,4,223,245.0,satisfied
207,208,Female,disloyal Customer,71,Personal Travel,Business,2263,2,0,0,3,2,3,1,1,3,5,3,5,0,5,269,,neutral or dissatisfied
208,209,Female,Loyal Customer,61,Business travel,Eco Plus,4455,0,1,0,2,4,0,3,2,0,3,4,4,3,4,133,141.0,neutral or dissatisfied
209,210,Male,Loyal Customer,20,Personal Travel,Eco Plus,1198,3,2,1,2,5,1,5,2,5,3,3,3,5,0,113,127.0,neutral or dissatisfied
210,211,Male,disloyal Customer,39,Business travel,Eco,465,3,3,4,3,1,0,5,3,0,3,1,4,0,5,131,159.0,neutral or dissatisfied
211,212,Male,Loyal Customer,23,Business travel,Eco,2670,1,2,4,0,2,3,4,3,3,2,1,4,1,5,138,,satisfied
212,213,Male,Loyal Customer,19,Business travel,Business,3519,4,4,3,5,2,5,1,2,2,5,3,4,2,2,231,,satisfied
213,214,Male,Loyal Customer,40,Business travel,Business,2576,1,2,0,3,0,2,3,2,2,2,4,4,3,4,91,95.0,satisfied
214,215,Male,Loyal Customer,61,Business travel,Eco,890,1,4,3,0,3,2,1,0,2,1,1,3,5,4,266,280.0,neutral or dissatisfied
215,216,Male,disloyal Customer,19,Personal Travel,Eco Plus,3669,4,1,0,1,5,0,1,0,5,3,1,3,5,3,98,,neutral or dissatisfied
216,217,Female,disloyal Customer,55,Personal Travel,Eco,846,5,2,1,2,0,4,5,4,1,4,5,4,2,0,206,227.0,satisfied
217,218,Male,disloyal Customer,34,Personal Travel,Eco,412,0,1,4,0,4,4,2,3,4,0,2,2,5,2,7,33.0,neutral or dissatisfied
218,219,Female,Loyal Customer,52,Personal Travel,Eco,4733,3,1,4,4,1,5,0,3,3,1,1,4,4,1,92,96.0,neutral or dissatisfied
219,220,Male,disloyal Customer,51,Business travel,Eco Plus,1020,1,0,1,4,3,2,4,2,1,0,4,5,3,2,157,168.0,neutral or dissatisfied
220,221,Male,disloyal Customer,40,Personal Travel,Business,1177,4,1,3,2,0,0,3,2,2,0,4,5,1,5,98,125.0,satisfied
221,222,Male,Loyal Customer,47,Business travel,Eco,2929,2,1,3,3,2,0,1,4,3,3,5,3,2,2,224,224.0,neutral or dissatisfied
222,223,Female,Loyal Customer,69,Business travel,Eco Plus,2481,1,2,2,5,2,0,4,5,1,4,4,5,0,3,207,219.0,neutral or dissatisfied
223,224,Female,disloyal Customer,25,Business travel,Business,3718,3,2,0,3,3,3,1,5,0,0,5,5,0,2,72,,satisfied
224,225,Female,Loyal Customer,39,Business travel,Eco,897,0,3,3,0,2,5,5,5,2,5,1,1,0,3,58,60.0,satisfied
225,226,Female,disloyal Customer,61,Business travel,Eco,4543,1,0,1,3,0,4,0,3,1,0,1,4,3,5,286,305.0,neutral or dissatisfied
226,227,Male,Loyal Customer,53,Business travel,Eco Plus,372,1,1,3,2,0,4,5,0,5,1,1,4,1,3,63,88.0,satisfied
227,228,Female,disloyal Customer,22,Business travel,Business,3110,5,0,4,0,2,3,4,5,0,4,1,4,5,4,255,253.0,satisfied
228,229,Male,Loyal Customer,30,Personal Travel,Business,4915,4,4,0,1,2,1,3,1,2,4,2,4,1,1,47,61.0,neutral or dissatisfied
229,230,Male,Loyal Customer,46,Business travel,Eco,1873,2,1,5,3,4,3,1,4,4,0,2,0,1,5,278,300.0,satisfied
230,231,Female,Loyal Customer,48,Business travel,Eco,2647,2,0,2,3,1,5,0,5,2,4,1,4,2,3,197,192.0,satisfied
231,232,Female,disloyal Customer,64,Business travel,Business,3264,0,3,0,5,3,0,5,1,5,1,4,3,3,0,157,174.0,neutral or dissatisfied
232,233,Female,Loyal Customer,74,Personal Travel,Business,4880,3,3,4,0,0,3,4,5,4,1,5,3,0,5,6,13.0,satisfied
233,234,Female,Loyal Customer,72,Business travel,Eco,4817,0,1,4,4,3,0,5,0,4,1,3,0,2,0,247,257.0,neutral or dissatisfied
234,235,Female,Loyal Customer,33,Business travel,Business,1046,1,4,4,3,4,5,1,0,4,5,5,4,5,1,231,251.0,neutral or dissatisfied
235,236,Female,disloyal Customer,59,Business travel,Eco Plus,2765,1,3,4,2,0,5,1,5,3,3,3,2,1,3,105,130.0,satisfied
236,237,Female,Loyal Customer,47,Business travel,Eco,606,2,3,1,3,4,2,3,1,3,0,3,4,0,5,97,92.0,neutral or dissatisfied
237,238,Female,disloyal Customer,74,Business travel,Business,343,3,4,2,5,4,0,0,4,4,4,1,3,3,5,267,278.0,satisfied
238,239,Male,Loyal Customer,72,Business travel,Eco,605,4,0,5,1,5,4,2,1,0,1,3,1,4,1,59,,neutral or dissatisfied
239,240,Female,Loyal Customer,33,Business travel,Business,4617,3,3,4,5,2,3,5,4,4,0,1,5,1,4,139,143.0,satisfied
240,241,Female,Loyal Customer,29,Business travel,Business,3258,1,2,4,3,5,5,1,5,1,0,2,1,1,0,189,214.0,neutral or dissatisfied
241,242,Male,Loyal Customer,34,Business travel,Eco,3690,4,5,3,4,3,0,4,4,4,3,4,2,1,5,124,128.0,satisfied
242,243,Female,disloyal Customer,33,Personal Travel,Eco Plus,1972,3,5,2,3,3,1,5,2,3,5,3,4,1,2,162,190.0,neutral or dissatisfied
243,244,Male,Loyal Customer,29,Business travel,Eco,3893,3,3,0,0,2,2,3,3,3,4,4,0,0,0,59,59.0,neutral or dissatisfied
244,245,Male,Loyal Customer,25,Business travel,Eco Plus,1292,4,0,2,3,5,1,3,3,1,5,1,4,3,3,30,,satisfied
245,246,Female,disloyal Customer,37,Business travel,Business,4525,1,0,2,4,3,5,1,0,1,4,3,2,2,1,75,97.0,neutral or dissatisfied
246,247,Male,Loyal Customer,20,Personal Travel,Business,4845,3,1,5,0,5,1,1,2,2,1,5,2,0,0,242,,neutral or dissatisfied
247,248,Male,Loyal Customer,33,Business travel,Business,1564,4,2,2,2,2,1,1,3,0,1,2,5,3,2,257,263.0,neutral or dissatisfied
248,249,Male,disloyal Customer,47,Business travel,Business,490,5,0,5,0,0,2,2,5,0,0,2,2,2,2,189,185.0,satisfied
249,250,Male,Loyal Customer,62,Personal Travel,Business,4576,5,4,4,5,4,2,1,4,0,4,3,1,1,1,295,297.0,neutral or dissatisfied
250,251,Female,Loyal Customer,40,Business travel,Business,3477,1,2,4,1,4,2,5,4,5,4,2,5,3,1,176,,satisfied
251,252,Male,disloyal Customer,45,Business travel,Eco Plus,4937,4,5,1,5,5,2,5,1,3,5,5,4,1,0,287,289.0,neutral or dissatisfied
252,253,Female,Loyal Customer,68,Business travel,Eco,772,5,2,5,0,3,1,0,1,0,1,4,4,3,3,293,290.0,neutral or dissatisfied
253,254,Male,Loyal Customer,57,Personal Travel,Eco,2660,4,4,5,2,5,4,4,4,2,2,5,0,5,4,206,209.0,satisfied
254,255,Male,Loyal Customer,71,Business travel,Eco,1311,3,3,0,3,5,4,1,5,2,0,2,2,4,2,214,221.0,satisfied
255,256,Male,disloyal Customer,22,Personal Travel,Business,1029,1,4,3,0,1,2,5,4,0,4,4,2,1,1,140,143.0,neutral or dissatisfied
256,257,Male,Loyal Customer,37,Personal Travel,Business,1639,5,4,2,5,4,3,5,1,1,3,5,3,1,4,84,109.0,satisfied
257,258,Female,Loyal Customer,57,Business travel,Eco,1012,3,3,0,0,2,0,5,3,2,3,1,5,1,4,181,,satisfied
258,259,Female,disloyal Customer,73,Business travel,Eco Plus,743,0,3,5,0,5,5,2,0,1,2,1,3,5,4,127,129.0,neutral or dissatisfied
259,260,Male,disloyal Customer,61,Business travel,Business,4622,0,3,0,0,1,3,4,1,3,1,4,5,0,3,268,,satisfied
260,261,Male,Loyal Customer,18,Business travel,Eco,601,1,3,1,2,1,5,3,5,5,1,4,1,2,1,38,63.0,satisfied
261,262,Female,Loyal Customer,74,Business travel,Eco,829,5,3,3,4,4,3,5,3,2,1,4,5,1,2,22,33.0,satisfied
262,263,Male,Loyal Customer,47,Personal Travel,Eco Plus,1383,5,4,5,4,4,3,1,3,1,5,1,4,1,1,241,,neutral or dissatisfied
263,264,Male,disloyal Customer,38,Personal Travel,Business,2218,5,1,5,0,4,4,5,3,0,3,5,0,0,0,106,103.0,satisfied
264,265,Male,Loyal Customer,37,Personal Travel,Eco,4652,4,1,2,2,2,0,4,2,3,1,4,5,0,2,141,165.0,neutral or dissatisfied
265,266,Female,Loyal Customer,23,Business travel,Eco Plus,4486,3,0,3,2,1,3,3,2,4,3,1,5,4,1,144,148.0,neutral or dissatisfied
266,267,Female,disloyal Customer,39,Personal Travel,Eco,3936,5,1,1,0,3,2,2,3,4,2,4,5,3,2,279,302.0,neutral or dissatisfied
267,268,Female,disloyal Customer,35,Personal Travel,Eco,1019,3,5,4,5,2,5,0,5,0,0,4,0,1,0,244,256.0,neutral or dissatisfied
268,269,Male,Loyal Customer,25,Personal Travel,Eco,4150,1,1,0,5,0,4,1,4,3,5,4,2,3,5,190,196.0,neutral or dissatisfied
269,270,Male,disloyal Customer,56,Business travel,Eco Plus,2439,5,4,2,1,5,5,0,5,3,4,1,0,0,2,289,306.0,satisfied
270,271,Female,Loyal Customer,49,Personal Travel,Business,855,1,3,5,0,4,2,2,2,3,2,5,2,0,5,178,183.0,neutral or dissatisfied
271,272,Female,disloyal Customer,50,Business travel,Eco,1969,5,3,4,1,1,2,4,1,3,3,1,4,4,4,111,114.0,satisfied
272,273,Female,Loyal Customer,70,Business travel,Eco,4572,0,4,1,5,5,3,4,2,4,2,1,0,2,3,213,231.0,neutral or dissatisfied
273,274,Female,Loyal Customer,33,Business travel,Eco,607,2,5,3,5,2,2,2,4,1,4,4,2,5,0,137,156.0,neutral or dissatisfied
274,275,Male,disloyal Customer,29,Personal Travel,Business,1536,1,1,0,0,0,0,5,0,3,5,3,4,5,2,199,218.0,neutral or dissatisfied
275,276,Female,Loyal Customer,55,Personal Travel,Business,2675,5,4,2,1,2,2,2,2,1,0,3,4,5,0,6,,neutral or dissatisfied
276,277,Male,Loyal Customer,69,Business travel,Eco,3526,2,0,5,1,2,3,1,5,3,4,3,2,0,4,12,18.0,satisfied
277,278,Female,disloyal Customer,51,Business travel,Eco,658,1,3,5,0,3,5,3,5,2,5,1,2,1,5,79,84.0,satisfied
278,279,Male,disloyal Customer,31,Business travel,Eco,3202,4,2,4,1,5,2,0,3,5,3,4,1,4,3,285,307.0,satisfied
279,280,Female,Loyal Customer,53,Business travel,Eco,4616,5,0,4,3,3,4,0,3,2,4,3,4,2,0,158,160.0,neutral or dissatisfied
280,281,Female,Loyal Customer,50,Business travel,Eco Plus,3722,4,5,0,5,2,4,4,3,5,2,2,2,5,5,271,275.0,satisfied
281,282,Female,Loyal Customer,40,Business travel,Eco,4499,0,0,3,4,0,4,5,0,2,1,2,4,4,4,200,219.0,neutral or dissatisfied
282,283,Female,Loyal Customer,67,Personal Travel,Eco,4157,5,4,1,2,1,5,4,4,3,2,2,0,0,4,149,,satisfied
283,284,Male,Loyal Customer,62,Business travel,Eco Plus,3815,0,1,3,1,1,1,1,1,1,3,5,3,5,4,295,297.0,neutral or dissatisfied
284,285,Female,Loyal Customer,19,Business travel,Eco,1401,2,3,3,1,5,4,2,5,5,0,4,3,2,5,292,289.0,satisfied
285,286,Male,disloyal Customer,58,Business travel,Business,2255,1,5,3,2,4,4,0,5,4,4,1,5,3,2,271,283.0,satisfied
286,287,Male,Loyal Customer,38,Personal Travel,Eco Plus,792,3,5,0,1,4,1,1,4,0,0,1,2,2,1,42,71.0,neutral or dissatisfied
287,288,Male,Loyal Customer,19,Personal Travel,Eco,4450,0,2,0,2,1,5,4,0,5,3,4,2,1,0,14,25.0,neutral or dissatisfied
288,289,Male,Loyal Customer,44,Personal Travel,Business,1578,3,0,1,0,2,4,4,3,5,4,5,4,5,1,247,269.0,satisfied
289,290,Female,disloyal Customer,74,Business travel,Business,356,3,2,3,3,2,3,0,4,4,5,4,5,5,4,171,,satisfied
290,291,Male,Loyal Customer,26,Business travel,Business,2530,1,1,0,3,3,5,4,1,3,5,5,2,3,1,217,230.0,satisfied
291,292,Male,Loyal Customer,18,Business travel,Business,541,2,1,1,5,5,4,5,3,2,2,3,4,3,5,136,152.0,satisfied
292,293,Male,Loyal Customer,28,Personal Travel,Business,1981,1,2,5,4,3,4,4,1,2,2,3,2,5,4,226,226.0,satisfied
293,294,Female,Loyal Customer,20,Personal Travel,Eco Plus,2746,5,3,1,1,4,1,3,2,1,3,5,4,1,4,43,44.0,neutral or dissatisfied
294,295,Female,Loyal Customer,69,Personal Travel,Eco,3920,0,1,3,4,1,3,2,1,3,5,4,2,3,3,19,22.0,neutral or dissatisfied
295,296,Female,disloyal Customer,40,Personal Travel,Eco Plus,4777,3,2,2,0,2,5,4,3,4,4,3,1,0,3,118,132.0,satisfied
296,297,Female,disloyal Customer,43,Personal Travel,Business,1835,1,0,3,3,1,2,3,2,3,5,4,4,5,5,233,238.0,satisfied
297,298,Male,Loyal Customer,21,Business travel,Business,3835,1,2,2,0,0,0,1,3,3,2,3,1,2,5,261,257.0,neutral or dissatisfied
298,299,Male,Loyal Customer,35,Personal Travel,Eco,2745,1,2,1,0,1,3,4,5,2,3,4,1,2,1,82,98.0,neutral or dissatisfied
299,300,Female,disloyal Customer,72,Business travel,Business,118,0,4,5,1,0,2,5,3,4,5,4,1,1,0,30,29.0,satisfied
300,301,Male,disloyal Customer,23,Business travel,Eco,1224,2,1,5,0,3,3,1,2,0,3,2,1,0,1,273,,neutral or dissatisfied
301,302,Male,Loyal Customer,52,Business travel,Eco,4085,1,3,0,3,3,2,4,1,5,5,5,0,3,5,233,233.0,satisfied
302,303,Male,Loyal Customer,39,Business travel,Eco,2754,0,3,5,4,4,2,0,5,2,0,1,5,5,0,27,43.0,neutral or dissatisfied
303,304,Female,Loyal Customer,60,Business travel,Business,2180,3,4,4,3,1,3,3,0,4,5,5,3,2,1,251,255.0,satisfied
304,305,Female,Loyal Customer,32,Business travel,Eco,1647,5,5,1,1,1,1,3,0,1,2,4,0,2,2,252,,neutral or dissatisfied
305,306,Male,disloyal Customer,39,Business travel,Business,961,4,3,0,3,0,3,0,0,5,4,4,2,2,2,238,260.0,satisfied
306,307,Female,disloyal Customer,54,Business travel,Eco,254,0,2,5,2,3,3,2,0,5,2,5,2,2,0,174,,neutral or dissatisfied
307,308,Female,disloyal Customer,69,Business travel,Eco,3594,4,4,1,4,0,2,5,4,2,2,4,5,4,3,193,222.0,satisfied
308,309,Female,Loyal Customer,59,Business travel,Business,1004,1,0,3,2,3,0,3,0,1,2,3,3,1,0,179,174.0,neutral or dissatisfied
309,310,Female,Loyal Customer,29,Business travel,Business,1369,1,1,5,2,0,2,1,2,2,3,4,3,3,1,294,317.0,neutral or dissatisfied
310,311,Female,disloyal Customer,64,Business travel,Business,504,0,1,2,5,3,4,5,0,3,1,5,3,5,4,214,217.0,satisfied
311,312,Male,disloyal Customer,66,Personal Travel,Eco,943,4,1,1,1,0,3,3,3,4,1,5,1,5,2,202,205.0,satisfied
312,313,Female,Loyal Customer,59,Personal Travel,Business,1882,1,2,0,0,3,5,2,0,1,0,5,0,5,4,249,265.0,neutral or dissatisfied
313,314,Male,disloyal Customer,55,Personal Travel,Eco Plus,1664,3,0,3,2,5,3,1,1,5,2,2,2,3,2,256,252.0,neutral or dissatisfied
314,315,Male,disloyal Customer,35,Personal Travel,Business,1284,2,4,4,3,0,1,5,2,2,1,2,0,1,1,74,84.0,neutral or dissatisfied
315,316,Female,Loyal Customer,62,Business travel,Eco,846,2,4,3,0,1,5,1,2,5,0,2,0,0,2,201,,satisfied
316,317,Male,Loyal Customer,52,Personal Travel,Eco,1825,1,1,5,3,4,2,0,5,1,3,2,0,1,0,141,148.0,neutral or dissatisfied
317,318,Male,Loyal Customer,47,Business travel,Eco,3288,4,0,2,3,5,1,4,4,5,2,2,3,2,4,205,232.0,satisfied
318,319,Male,Loyal Customer,41,Business travel,Eco,370,5,0,3,0,5,3,0,3,2,4,2,5,2,5,198,211.0,satisfied
319,320,Female,Loyal Customer,59,Personal Travel,Business,4965,1,0,4,0,0,2,5,2,2,3,2,5,1,4,170,179.0,satisfied
320,321,Female,disloyal Customer,47,Business travel,Business,4056,5,3,0,3,4,2,4,1,0,0,5,3,1,1,227,254.0,neutral or dissatisfied
321,322,Male,Loyal Customer,31,Personal Travel,Eco,271,5,3,1,1,1,4,0,0,5,3,1,2,3,5,178,182.0,satisfied
322,323,Female,Loyal Customer,23,Personal Travel,Business,373,4,1,2,4,5,4,4,2,0,4,2,2,3,4,274,269.0,satisfied
323,324,Female,Loyal Customer,20,Personal Travel,Eco Plus,2406,5,0,4,5,1,0,3,1,0,3,5,2,4,1,61,67.0,neutral or dissatisfied
324,325,Female,Loyal Customer,33,Personal Travel,Business,1258,3,5,5,4,3,4,1,0,5,0,1,5,5,3,203,,satisfied
325,326,Female,disloyal Customer,24,Business travel,Business,1806,4,0,5,1,4,5,4,4,1,4,2,5,4,0,132,143.0,satisfied
326,327,Male,Loyal Customer,69,Business travel,Business,1871,1,4,5,5,2,2,3,2,3,4,1,0,5,2,71,69.0,neutral or dissatisfied
327,328,Male,Loyal Customer,31,Business travel,Eco,521,3,4,2,0,3,4,2,2,2,3,1,3,2,2,77,100.0,neutral or dissatisfied
328,329,Female,disloyal Customer,26,Business travel,Business,1309,0,1,3,5,4,0,0,1,4,4,3,1,4,2,188,189.0,neutral or dissatisfied
329,330,Female,Loyal Customer,32,Personal Travel,Eco Plus,4775,2,5,2,3,0,3,2,5,0,3,4,0,4,3,70,77.0,neutral or dissatisfied
330,331,Male,Loyal Customer,38,Personal Travel,Business,990,1,0,5,4,0,5,5,3,1,2,3,4,0,0,262,261.0,neutral or dissatisfied
331,332,Male,Loyal Customer,52,Personal Travel,Eco,4917,1,5,4,5,1,4,3,4,5,4,1,5,1,4,45,45.0,satisfied
332,333,Female,Loyal Customer,19,Business travel,Business,3367,1,1,1,3,5,2,2,3,1,3,5,0,3,4,223,251.0,neutral or dissatisfied
333,334,Male,Loyal Customer,44,Business travel,Eco,1573,3,4,1,1,2,3,2,2,1,2,2,3,4,0,249,,neutral or dissatisfied
334,335,Female,Loyal Customer,19,Business travel,Eco,3343,0,4,2,5,0,2,3,3,5,4,4,4,3,5,75,97.0,satisfied
335,336,Female,Loyal Customer,52,Business travel,Business,4578,4,3,5,3,4,3,1,0,4,2,2,0,5,0,73,77.0,neutral or dissatisfied
336,337,Male,disloyal Customer,35,Personal Travel,Eco,2281,0,1,0,1,5,5,4,4,5,5,5,3,4,2,141,139.0,satisfied
337,338,Male,Loyal Customer,31,Business travel,Eco,1549,3,1,2,0,5,2,5,3,4,4,4,3,5,4,72,69.0,satisfied
338,339,Female,Loyal Customer,37,Business travel,Eco,3196,1,0,5,1,4,4,5,0,5,5,3,5,4,0,101,,neutral or dissatisfied
339,340,Female,Loyal Customer,35,Business travel,Eco,3356,2,0,3,1,5,4,0,1,0,0,1,1,2,4,93,,neutral or dissatisfied
340,341,Male,Loyal Customer,27,Personal Travel,Business,3256,1,3,1,4,0,0,4,3,4,0,5,0,0,0,68,89.0,neutral or dissatisfied
341,342,Female,Loyal Customer,42,Personal Travel,Eco Plus,1690,4,2,1,3,4,3,0,4,0,3,1,3,5,1,64,72.0,neutral or dissatisfied
342,343,Male,Loyal Customer,19,Business travel,Business,4339,5,5,1,5,4,0,5,0,4,1,1,2,1,2,192,218.0,satisfied
343,344,Female,disloyal Customer,42,Business travel,Business,4081,2,2,0,4,1,1,4,3,4,5,2,3,1,0,61,78.0,satisfied
344,345,Male,Loyal Customer,71,Business travel,Eco,1535,1,2,5,2,2,4,2,1,5,5,5,1,2,3,19,16.0,satisfied
345,346,Male,Loyal Customer,50,Business travel,Business,323,2,1,5,1,1,3,1,3,4,0,1,3,2,0,240,269.0,neutral or dissatisfied
346,347,Male,Loyal Customer,53,Personal Travel,Eco,319,5,5,5,2,2,5,2,0,0,5,3,5,1,1,202,209.0,neutral or dissatisfied
347,348,Female,disloyal Customer,48,Personal Travel,Eco,4374,0,1,5,4,4,0,1,3,5,1,4,0,5,3,299,327.0,neutral or dissatisfied
348,349,Female,Loyal Customer,31,Business travel,Eco,1754,3,5,0,3,5,5,3,4,2,2,5,5,1,3,194,212.0,satisfied
349,350,Male,Loyal Customer,18,Business travel,Eco,4628,1,4,4,4,2,5,0,2,0,2,2,0,0,0,61,56.0,neutral or dissatisfied
350,351,Female,Loyal Customer,63,Personal Travel,Business,364,4,1,2,3,4,5,0,0,2,1,5,4,4,1,106,,neutral or dissatisfied
351,352,Male,disloyal Customer,33,Business travel,Business,1053,0,1,2,3,4,0,3,0,1,5,2,0,0,3,124,126.0,neutral or dissatisfied
352,353,Male,Loyal Customer,71,Personal Travel,Eco Plus,4624,1,1,5,0,1,1,4,0,5,5,4,4,1,2,266,279.0,neutral or dissatisfied
353,354,Female,disloyal Customer,63,Business travel,Business,3833,0,3,3,1,1,0,3,0,1,5,3,5,4,5,201,204.0,neutral or dissatisfied
354,355,Female,Loyal Customer,69,Business travel,Business,2874,4,1,1,4,5,2,5,3,5,3,1,2,1,2,161,183.0,satisfied
355,356,Male,Loyal Customer,20,Business travel,Business,3224,1,0,0,3,3,4,3,4,5,4,5,1,0,4,111,119.0,satisfied
356,357,Female,Loyal Customer,52,Business travel,Eco,579,5,0,3,4,0,0,1,1,0,1,2,2,0,4,31,52.0,neutral or dissatisfied
357,358,Female,Loyal Customer,58,Personal Travel,Eco Plus,3614,5,5,3,4,3,0,5,4,2,1,4,4,5,1,97,109.0,neutral or dissatisfied
358,359,Male,Loyal Customer,23,Business travel,Business,1453,4,4,5,3,3,1,3,0,5,1,1,3,5,3,246,246.0,satisfied
359,360,Male,Loyal Customer,42,Business travel,Eco,3422,2,3,0,5,5,2,0,5,2,1,4,3,0,2,260,287.0,neutral or dissatisfied
360,361,Female,disloyal Customer,30,Business travel,Business,3978,4,5,2,2,2,0,2,3,5,1,3,2,4,2,190,209.0,satisfied
361,362,Male,Loyal Customer,70,Business travel,Business,989,2,0,1,1,5,4,1,5,2,5,1,3,5,5,28,,satisfied
362,363,Male,Loyal Customer,51,Business travel,Eco,3954,1,3,2,1,5,4,1,3,1,3,1,4,5,1,47,,neutral or dissatisfied
363,364,Female,Loyal Customer,25,Business travel,Eco,1024,2,3,3,5,4,0,4,0,0,0,1,5,3,3,249,276.0,neutral or dissatisfied
364,365,Male,Loyal Customer,38,Personal Travel,Eco,2270,1,4,1,0,4,5,2,3,5,5,2,1,3,1,225,240.0,neutral or dissatisfied
365,366,Male,Loyal Customer,51,Business travel,Business,2002,1,3,4,5,4,5,1,0,3,5,1,0,5,0,271,299.0,neutral or dissatisfied
366,367,Female,Loyal Customer,21,Business travel,Eco,4973,3,1,3,0,0,2,3,4,2,4,4,4,1,2,152,,neutral or dissatisfied
367,368,Female,Loyal Customer,42,Personal Travel,Eco,2495,1,3,2,0,2,4,1,2,2,0,2,4,4,1,284,288.0,neutral or dissatisfied
368,369,Male,disloyal Customer,32,Business travel,Eco Plus,128,2,4,2,5,2,5,1,3,3,1,1,0,2,1,179,196.0,neutral or dissatisfied
369,370,Male,disloyal Customer,21,Personal Travel,Eco,134,3,5,5,1,4,4,1,0,0,0,4,0,5,5,152,148.0,neutral or dissatisfied
370,371,Female,Loyal Customer,62,Business travel,Eco,3689,3,4,2,2,3,2,4,5,2,3,4,1,3,0,233,262.0,neutral or dissatisfied
371,372,Female,Loyal Customer,29,Personal Travel,Eco Plus,2770,1,4,0,1,0,2,1,0,0,2,5,1,4,4,22,30.0,neutral or dissatisfied
372,373,Female,Loyal Customer,49,Personal Travel,Eco Plus,3465,4,0,3,1,3,5,1,5,2,5,4,1,4,2,93,,satisfied
373,374,Female,Loyal Customer,49,Personal Travel,Eco,688,4,1,1,1,1,0,4,3,4,0,3,3,3,5,244,257.0,satisfied
374,375,Male,Loyal Customer,45,Personal Travel,Eco,3318,5,0,2,5,2,3,5,1,2,4,1,4,4,1,289,299.0,neutral or dissatisfied
375,376,Female,Loyal Customer,30,Business travel,Eco Plus,3238,3,5,5,5,2,1,2,5,4,3,1,5,4,2,159,178.0,satisfied
376,377,Female,disloyal Customer,48,Personal Travel,Eco,1003,1,2,5,5,3,3,5,0,5,2,1,0,3,4,284,279.0,neutral or dissatisfied
377,378,Male,Loyal Customer,31,Business travel,Business,4186,4,5,2,1,0,3,0,3,0,3,4,4,0,1,8,4.0,neutral or dissatisfied
378,379,Female,Loyal Customer,37,Business travel,Business,2269,1,1,0,2,2,4,4,0,2,1,4,4,5,0,184,205.0,neutral or dissatisfied
379,380,Male,Loyal Customer,35,Business travel,Eco Plus,439,1,3,5,0,3,2,4,1,1,2,1,1,1,2,294,290.0,neutral or dissatisfied
380,381,Female,Loyal Customer,46,Business travel,Eco,4370,3,4,1,4,5,4,1,2,1,4,2,1,2,5,134,158.0,neutral or dissatisfied
381,382,Female,Loyal Customer,23,Business travel,Eco,1814,5,2,3,0,5,5,1,1,3,2,2,4,1,0,109,113.0,neutral or dissatisfied
